Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_fr,SubCategory_fr,Category_pl,SubCategory_pl,Category_de,SubCategory_de,Category_pt,SubCategory_pt,Category_pt-br,SubCategory_pt-br,Category_zh,SubCategory_zh,Category_tw,SubCategory_tw,Category_es,SubCategory_es,Category_ja,SubCategory_ja,Category_no,SubCategory_no,Category_da,SubCategory_da,Category_sv,SubCategory_sv,Category_fi,SubCategory_fi,Category_ru,SubCategory_ru,Category_ua,SubCategory_ua,Category_it,SubCategory_it,Category_nl,SubCategory_nl
ROPE,MISC,ROPEMisc,ROPE,Rope sounds not fitting another category in this list.,,CORDES,DIVERS,LINA,RÓŻNE,SEIL,DIV,CORDA,DIVERSOS,CORDA,DIVERSOS,绳索,杂项,繩索,其他,CUERDA,MISCELÁNEA,ロープ、縄,その他,TAU,DIVERSE,RÆB,DIVERSE,REP,DIVERSE,KÖYSI,SEKALAINEN,ВЕРЕВКА,РАЗНОЕ,МОТУЗКА,РІЗНЕ,CORDE,MISC,TOUW,DIVERSEN
ROPE,CREAK,ROPECreak,ROPE,"Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","stretch, tension, pull",CORDES,TENSION,LINA,SKRZYPIENIE,SEIL,KNARREN,CORDA,RANGIDO,CORDA,RANGIDO,绳索,作响,繩索,吱嘎,CUERDA,CRUJIR,ロープ、縄,きしみ、キーキー,TAU,KNIRK,RÆB,KNIRKER/KNAGER,REP,KNARR,KÖYSI,NARINA,ВЕРЕВКА,СКРИП,МОТУЗКА,СКРИП,CORDE,SCRICCHIO,TOUW,KRAKEN
ROPE,MOVEMENT,ROPEMvmt,ROPE,"Ropes banging around, dropping, tying knots. Zuzzing, moving across objects, zipline.","zuzz, zipline, zip, knot, tie",CORDES,MOUVEMENT,LINA,PORUSZANIE,SEIL,BEWEGUNG,CORDA,MOVIMENTO,CORDA,MOVIMENTO,绳索,移动,繩索,移動,CUERDA,MOVIMIENTO,ロープ、縄,動く、引きずる、投げる,TAU,BEVEGELSE,RÆB,BEVÆGELSE,REP,RÖRELSE,KÖYSI,LIIKE,ВЕРЕВКА,ДВИЖЕНИЕ,МОТУЗКА,РУХ,CORDE,MOVIMENTI,TOUW,
RUBBER,MISC,RUBRMisc,RUBR,Rubber sounds not fitting another category in this list.,,CAOUTCHOUC,DIVERS,GUMA,RÓŻNE,GUMMI,DIV,BORRACHA,DIVERSOS,BORRACHA,DIVERSOS,橡胶,其他,橡膠,其他,GOMA,MISCELÁNEA,ゴム,その他,GUMMI,DIVERSE,GUMMI,DIVERSE,GUMMI,DIVERSE,KUMI,SEKALAISET,РЕЗИНА,РАЗНОЕ,ГУМА,РІЗНЕ,GOMMA,MISC,RUBBER,DIVERSEN
RUBBER,CRASH & DEBRIS,RUBRCrsh,RUBR,"Rubber items crashing, or rubber debris landing.","debris, scatter, plop",CAOUTCHOUC,CRASH & DÉBRIS,GUMA,ROZBICIE I ODŁAMKI,GUMMI,CRASH & TRÜMMER,BORRACHA,COLISÃO E ESTILHAÇOS,BORRACHA,COLISÃO E ESTILHAÇOS,橡胶,碎片,橡膠,碎片,GOMA,CHOQUE Y ESCOMBROS,ゴム,ちぎれる、粉砕,GUMMI,KRÆSJ OG FRAGMENTER,GUMMI,SMADRE/NEDSLAGSRESTER,GUMMI,KRASCH & BITAR,KUMI,MURSKAUS & PALASET,РЕЗИНА,РАЗРЫВАНИЕ И КУСКИ,ГУМА,РОЗРИВАННЯ ТА ШМАТКИ,GOMMA,DETRITI,RUBBER,
RUBBER,FRICTION,RUBRFric,RUBR,Rubber squeaks.,"squeak, creak, drag, rub, scrape, groan",CAOUTCHOUC,FRICTION,GUMA,TARCIE,GUMMI,FRIKTION,BORRACHA,FRICÇÃO,BORRACHA,FRICÇÃO,橡胶,挤压,橡膠,擠壓,GOMA,FRICCIÓN,ゴム,きしむ、歪む,GUMMI,FRIKSJON,GUMMI,FRIKTION,GUMMI,FRIKTION,KUMI,KITKA,РЕЗИНА,ТРЕНИЕ,ГУМА,ТЕРТЯ,GOMMA,SFREGAMENTO,RUBBER,
RUBBER,IMPACT,RUBRImpt,RUBR,"Rubber impacts, drops, bounces.","smack, impact, hit, bounce, drop",CAOUTCHOUC,IMPACT,GUMA,UDERZENIE,GUMMI,EINSCHLAG,BORRACHA,IMPACTO,BORRACHA,IMPACTO,橡胶,打击,橡膠,撞擊,GOMA,IMPACTO,ゴム,インパクト、打撃,GUMMI,SLAG OG TREFF,GUMMI,RAMME,GUMMI,SMÄLL,KUMI,ISKU,РЕЗИНА,УДАР,ГУМА,УДАР,GOMMA,IMPATTO,RUBBER,IMPACT
RUBBER,MOVEMENT,RUBRMvmt,RUBR,"Rubber movement, dragging rubber or drag on rubber. Rubber flapping.","movement, drag, flap, flop",CAOUTCHOUC,MOUVEMENT,GUMA,PORUSZANIE,GUMMI,BEWEGUNG,BORRACHA,MOVIMENTO,BORRACHA,MOVIMENTO,橡胶,移动,橡膠,移動,GOMA,MOVIMIENTO,ゴム,引っ張る、ゆする、こする,GUMMI,BEVEGELSE,GUMMI,BEVÆGELSE,GUMMI,RÖRELSE,KUMI,LIIKE,РЕЗИНА,ДВИЖЕНИЕ,ГУМА,РУХ,GOMMA,MOVIMENTO,RUBBER,
SCIFI,MISC,SCIMisc,SCI,SCI-FI sounds not fitting another category in this list.,,SCIFI,DIVERS,SCIFI,RÓŻNE,SCIFI,DIV,SCIFI,DIVERSOS,SCIFI,DIVERSOS,科幻,其他,科幻,其他,CIENCIA FICCIÓN,MISCELÁNEA,サイエンスフィクション,その他,SCI-FI,DIVERSE,SCIFI,DIVERSE,SCI-FI,DIVERSE,SCIFI,SEKALAINEN,НАУЧНАЯ ФАНТАСТИКА,РАЗНОЕ,НАУКОВА ФАНТАСТИКА,РІЗНЕ,SCIFI,MISC,SCIFI,DIVERSEN
SCIFI,ALARM,SCIAlrm,SCI,"Overly futuristic alarms, the kind you're hear on a spaceship","sci-fi alarm, alert, warning",SCIFI,ALARME,SCIFI,ALARM,SCIFI,ALARM,SCIFI,ALARME,SCIFI,ALARME,科幻,警报,科幻,警報,CIENCIA FICCIÓN,ALARMA,サイエンスフィクション,アラーム,SCI-FI,ALARM,SCIFI,ALARM,SCI-FI,LARM,SCIFI,HÄLYTIN,НАУЧНАЯ ФАНТАСТИКА,ТРЕВОГА,НАУКОВА ФАНТАСТИКА,ТРИВОГА,SCIFI,ALLARME,SCIFI,ALARM
SCIFI,COMPUTER,SCICmpt,SCI,"Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","computer, console, interface, holoscreen",SCIFI,ORDINATEUR,SCIFI,KOMPUTER,SCIFI,COMPUTER,SCIFI,COMPUTADOR,SCIFI,COMPUTADOR,科幻,电脑,科幻,電腦,CIENCIA FICCIÓN,ORDENADOR,サイエンスフィクション,コンピューター,SCI-FI,DATAMASKIN,SCIFI,COMPUTER,SCI-FI,DATOR,SCIFI,TIETOKONE,НАУЧНАЯ ФАНТАСТИКА,КОМПЬЮТЕР,НАУКОВА ФАНТАСТИКА,КОМП'ЮТЕР,SCIFI,COMPUTER,SCIFI,COMPUTER
SCIFI,DOOR,SCIDoor,SCI,That Star-Trek type door. Spaceship doors.,"sci-fi door, airlock",SCIFI,PORTE,SCIFI,DRZWI,SCIFI,TÜR,SCIFI,PORTA,SCIFI,PORTA,科幻,门,科幻,門,CIENCIA FICCIÓN,PUERTA,サイエンスフィクション,ドア,SCI-FI,DØR,SCIFI,DØR,SCI-FI,DÖRR,SCIFI,OVI,НАУЧНАЯ ФАНТАСТИКА,ДВЕРЬ,НАУКОВА ФАНТАСТИКА,ДВЕРІ,SCIFI,PORTE,SCIFI,DEUR
SCIFI,ENERGY,SCIEnrg,SCI,"Energy particles, vortexes, transporters, holograms, force fields.","particle, vortex, transporter, hologram, force field",SCIFI,ÉNERGIE,SCIFI,ENERGIA,SCIFI,ENERGIE,SCIFI,ENERGIA,SCIFI,ENERGIA,科幻,能量,科幻,能量,CIENCIA FICCIÓN,ENERGÍA,サイエンスフィクション,エネルギー,SCI-FI,ENERGI,SCIFI,ENERGI,SCI-FI,ENERGI,SCIFI,ENERGIA,НАУЧНАЯ ФАНТАСТИКА,ЭНЕРГИЯ,НАУКОВА ФАНТАСТИКА,ЕНЕРГІЯ,SCIFI,ENERGIA,SCIFI,
SCIFI,MACHINE,SCIMach,SCI,"Future technology machines, transporters, food replicators.","teleporter, food replicators, holodeck",SCIFI,MACHINE,SCIFI,MASZYNA,SCIFI,MASCHINE,SCIFI,MÁQUINA,SCIFI,MAQUINARIA,科幻,机械,科幻,機械,CIENCIA FICCIÓN,MAQUINA,サイエンスフィクション,機械、メカ,SCI-FI,MASKIN,SCIFI,MASKINE,SCI-FI,MASKIN,SCIFI,KONE,НАУЧНАЯ ФАНТАСТИКА,МАШИНА,НАУКОВА ФАНТАСТИКА,МАШИНА,SCIFI,MACCHINA,SCIFI,
SCIFI,RETRO,SCIRetro,SCI,"Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.",old sci-fi,SCIFI,RÉTRO,SCIFI,RETRO,SCIFI,RETRO,SCIFI,RETRÔ,SCIFI,RETRO,科幻,复古,科幻,復古,CIENCIA FICCIÓN,RETRO,サイエンスフィクション,レトロ、クラッシック,SCI-FI,RETRO,SCIFI,RETRO,SCI-FI,RETRO,SCIFI,RETRO,НАУЧНАЯ ФАНТАСТИКА,РЕТРО,НАУКОВА ФАНТАСТИКА,РЕТРО,SCIFI,RETRO,SCIFI,
SCIFI,SPACESHIP,SCIShip,SCI,"Spaceships here, your best Enterprise and Tie Fighter rip-offs!","spaceship, ufo, mothership, battlecruiser, starship",SCIFI,VAISSEAU SPATIAL,SCIFI,STATEK KOSMICZNY,SCIFI,RAUMSCHIFF,SCIFI,NAVE ESPACIAL,SCIFI,NAVE ESPACIAL,科幻,太空船,科幻,太空船,CIENCIA FICCIÓN,NAVE ESPACIAL,サイエンスフィクション,宇宙船,SCI-FI,ROMSKIP,SCIFI,RUMSKIB,SCI-FI,RYMDSKEPP,SCIFI,AVARUUSALUS,НАУЧНАЯ ФАНТАСТИКА,КОСМИЧЕСКИЙ КОРАБЛЬ,НАУКОВА ФАНТАСТИКА,КОСМІЧНИЙ КОРАБЕЛЬ,SCIFI,NAVICELLA SPAZIALE,SCIFI,RUIMTESCHIP
SCIFI,VEHICLE,SCIVeh,SCI,"Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. Non-spaceship vehicles","moon rover, landspeeder, speeder bike, hoverboard, podracer",SCIFI,VÉHICULE,SCIFI,POJAZD,SCIFI,FAHRZEUG,SCIFI,VEÍCULO,SCIFI,VEÍCULO,科幻,载具,科幻,交通工具,CIENCIA FICCIÓN,VEHÍCULO,サイエンスフィクション,乗り物,SCI-FI,KJØRETØY,SCIFI,KØRETØJ,SCI-FI,FORDON,SCIFI,KULKUVÄLINE,НАУЧНАЯ ФАНТАСТИКА,ТРАНСПОРТНОЕ СРЕДСТВО,НАУКОВА ФАНТАСТИКА,ТРАНСПОРТНИЙ ЗАСІБ,SCIFI,VEICOLO,SCIFI,VOERTUIG
SCIFI,WEAPON,SCIWeap,SCI,"Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","lightsabers, exotic weapon",SCIFI,ARME,SCIFI,BROŃ,SCIFI,WAFFE,SCIFI,ARMAS BRANCAS,SCIFI,ARMAS,科幻,武器,科幻,武器,CIENCIA FICCIÓN,ARMA,サイエンスフィクション,武器、兵器,SCI-FI,VÅPEN,SCIFI,VÅBEN,SCI-FI,VAPEN,SCIFI,ASE,НАУЧНАЯ ФАНТАСТИКА,ОРУЖИЕ,НАУКОВА ФАНТАСТИКА,ЗБРОЯ,SCIFI,ARMA,SCIFI,WAPEN
SNOW,MISC,SNOWMisc,SNOW,Snow sounds not fitting another category in this list.,,NEIGE,DIVERS,ŚNIEG,RÓŻNE,SCHNEE,DIV,NEVE,DIVERSOS,NEVE,DIVERSOS,雪,杂项,雪,其他,NIEVE,MISCELÁNEA,雪,その他,SNØ,DIVERSE,SNE,DIVERSE,SNÖ,DIVERSE,LUMI,SEKALAINEN,СНЕГ,РАЗНОЕ,СНІГ,РІЗНЕ,NEVE,MISC,SNOW,DIVERSEN
SNOW,CRASH & DEBRIS,SNOWCrsh,SNOW,"Snow big crashes, a big fall of snow, a roof full of snow collapsing.",,NEIGE,CRASH & DÉBRIS,ŚNIEG,ROZBICIE I ODŁAMKI,SCHNEE,CRASH & TRÜMMER,NEVE,COLISÃO E ESTILHAÇOS,NEVE,COLISÃO E ESTILHAÇOS,雪,碎片,雪,碎片,NIEVE,CHOQUE Y ESCOMBROS,雪,粉砕、粉雪,SNØ,KRÆSJ OG FRAGMENTER,SNE,SMADRE/NEDSLAGSRESTER,SNÖ,KRASCH & RAS,LUMI,SORTUMINEN & IRTOLUMI,СНЕГ,ПАДЕНИЕ И КУСКИ,СНІГ,ПАДІННЯ ТА ШМАТКИ,NEVE,DETRITI,SNOW,
SNOW,FRICTION,SNOWFric,SNOW,"Snow scrapes, squeaks.","stress, scrape, creak, squeak, screech",NEIGE,FRICTION,ŚNIEG,TARCIE,SCHNEE,FRIKTION,NEVE,FRICÇÃO,NEVE,FRICÇÃO,雪,挤压,雪,擠壓,NIEVE,FRICCIÓN,雪,踏みしめる、固める,SNØ,FRIKSJON,SNE,FRIKTION,SNÖ,FRIKTION,LUMI,KITKA,СНЕГ,ТРЕНИЕ,СНІГ,ТЕРТЯ,NEVE,SFREGAMENTO,SNOW,
SNOW,IMPACT,SNOWImpt,SNOW,"A big impact of snow, like a roof full of snow falling. Or smaller like a snowball.","snowball, snow drift, topple, fall",NEIGE,IMPACT,ŚNIEG,UDERZENIE,SCHNEE,EINSCHLAG,NEVE,IMPACTO,NEVE,IMPACTO,雪,打击,雪,撞擊,NIEVE,IMPACTO,雪,インパクト、打撃、ぶつける,SNØ,SLAG OG TREFF,SNE,RAMME/NEDSLAG,SNÖ,SMÄLL,LUMI,ISKU,СНЕГ,УДАР,СНІГ,УДАР,NEVE,IMPATTO,SNOW,IMPACT
SNOW,MOVEMENT,SNOWMvmt,SNOW,"Dragging something through snow, rolling in snow.","wade, drag, plow, fumble",NEIGE,MOUVEMENT,ŚNIEG,PORUSZANIE,SCHNEE,BEWEGUNG,NEVE,MOVIMENTO,NEVE,MOVIMENTO,雪,移动,雪,移動,NIEVE,MOVIMIENTO,雪,動く、引きずる、転がす,SNØ,BEVEGELSE,SNE,BEVÆGELSE,SNÖ,RÖRELSE,LUMI,LIIKE,СНЕГ,ДВИЖЕНИЕ,СНІГ,РУХ,NEVE,MOVIMENTO,SNOW,
SPORTS,MISC,SPRTMisc,SPRT,Sport sounds not fitting another category in this list.,golf,SPORTS,DIVERS,SPORT,RÓŻNE,SPORT,DIV,ESPORTES,DIVERSOS,DESPORTO,DIVERSOS,运动,其他,運動,其他,DEPORTES,MISCELÁNEA,スポーツ,その他,IDRETT,DIVERSE,SPORT,DIVERSE,SPORT,DIVERSE,URHEILU,SEKALAINEN,СПОРТ,РАЗНОЕ,СПОРТ,РІЗНЕ,SPORT,MISC,SPORTEN,
SPORTS,COURT,SPRTCourt,SPRT,"Sports played on a court indoors or out, such a basketball, tennis.","basketball, tennis, fencing, volleyball, racquetball, badminton, netball, squash, dodgeball, shuffleboard, handball",SPORTS,COURT,SPORT,KORT I BOISKO UTWARDZONE,SPORT,PLATZ,ESPORTES,QUADRA,DESPORTO,QUADRA,运动,球类运动,運動,中小型運動場,DEPORTES,PISTA,スポーツ,コート,IDRETT,HALL,SPORT,BANE,SPORT,PLAN,URHEILU,SISÄKENTTÄ,СПОРТ,КОРТ,СПОРТ,КОРТ,SPORT,CAMPO ATLETICA,SPORTEN,
SPORTS,FIELD,SPRTField,SPRT,Sports played on a field outdoors such as soccer and football.,"soccer, football, baseball, field hockey, cricket, rugby, polo, lacrosse",SPORTS,TERRAIN,SPORT,BOISKO ZIEMNE,SPORT,FELD,ESPORTES,CAMPO,DESPORTO,CAMPO,运动,户外运动,運動,大型運動場,DEPORTES,CAMPO,スポーツ,フィールド,IDRETT,BANE,SPORT,BANE,SPORT,FÄLT,URHEILU,ULKOKENTTÄ,СПОРТ,ПОЛЕ,СПОРТ,ПОЛЕ,SPORT,CAMPO,SPORTEN,
SPORTS,GYM,SPRTGym,SPRT,"Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics.","boxing, wrestling, gymnastics, weight training, martial arts, karate, judo, tae kwon do, dojo, kung fu",SPORTS,GYMNASE,SPORT,SALA GIMNASTYCZNA,SPORT,HALLE,ESPORTES,GINÁSIO,DESPORTO,GINÁSIO,运动,健身,運動,健身,DEPORTES,GIMNASIO,スポーツ,ジム,IDRETT,GYM,SPORT,TRÆNINGSCENTER,SPORT,GYM,URHEILU,SALI,СПОРТ,ГИМНАСТИЧЕСКИЙ ЗАЛ,СПОРТ,ГІМНАСТИЧНИЙ ЗАЛ,SPORT,PALESTRO,SPORTEN,
SPORTS,INDOOR,SPRTIndor,SPRT,Various indoor sports not able to be categorized elsewhere.,"bowling, billiards, ping pong, darts",SPORTS,EN SALLE,SPORT,WE WNĘTRZU,SPORT,INNEN,ESPORTES,INDOOR,DESPORTO,INDOOR,运动,室内运动,運動,室內,DEPORTES,INTERIOR,スポーツ,インドア,IDRETT,INNENDØRS,SPORT,INDENDØRS,SPORT,HALL,URHEILU,SISÄ,СПОРТ,В ПОМЕЩЕНИИ,СПОРТ,В ПРИМІЩЕННІ,SPORT,AL CHIUSO,SPORTEN,
SPORTS,SKATE,SPRTSkate,SPRT,"Wheeled skating sports like skateboarding or roller skating, rollerblading.","skateboarding, roller skating, rollerblading, push scooter",SPORTS,SKATE,SPORT,NA KÓŁKACH,SPORT,SKATE,ESPORTES,SKATE,DESPORTO,SKATE,运动,冰上运动,運動,有輪子的,DEPORTES,SKATE,スポーツ,スケート,IDRETT,SKØYTING,SPORT,SKATE,SPORT,SKRIDSKOR,URHEILU,SKEITTAUS,СПОРТ,РОЛИКОВЫЙ,СПОРТ,РОЛИКОВИЙ,SPORT,PATTINO,SPORTEN,
SPORTS,TRACK & FIELD,SPRTTrck,SPRT,"Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","long jump, running, pole vault, shot put, javelin throw",SPORTS,ATHLÉTISME,SPORT,LEKKOATLETYKA,SPORT,LEICHTATLETIK,ESPORTES,ATLETISMO,DESPORTO,ATLETISMO,运动,田径,運動,田徑,DEPORTES,ATLETISMO,スポーツ,トラック＆フィールド,IDRETT,FRIIDRETT,SPORT,ATLETIK,SPORT,FRIIDROTT,URHEILU,YLEISURHEILU,СПОРТ,ЛЕГКАЯ АТЛЕТИКА,СПОРТ,ЛЕГКА АТЛЕТИКА,SPORT,ATLETICA LEGGERA,SPORTEN,
SPORTS,WATER,SPRTWatr,SPRT,"Sports played in or on water, swimming, diving.","swimming, water polo, water volleyball, diving, water skiing, surfing, kiteboarding, scuba, snorkeling",SPORTS,NAUTIQUE,SPORT,WODNY,SPORT,WASSER,ESPORTES,ÁGUA,DESPORTO,ÁGUA,运动,水上运动,運動,水上,DEPORTES,ACUÁTICO,スポーツ,水,IDRETT,VANN,SPORT,VAND,SPORT,VATTEN,URHEILU,UINTI,СПОРТ,ВОДНЫЙ,СПОРТ,ВОДНИЙ,SPORT,AQUA,SPORTEN,
SPORTS,WINTER,SPRTWntr,SPRT,"Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","skiing, snowboarding, bobsledding, ice skating, sledding, curling, ice hockey, luge, speed skating",SPORTS,D'HIVER,SPORT,ZIMOWY,SPORT,WINTER,ESPORTES,INVERNO,DESPORTO,INVERNO,运动,冬季运动,運動,冬季,DEPORTES,INVERNAL,スポーツ,冬,IDRETT,VINTER,SPORT,VINTER,SPORT,VINTER,URHEILU,TALVI,СПОРТ,ЗИМА,СПОРТ,ЗИМА,SPORT,INVERNO,SPORTEN,
SWOOSHES,SWISH,SWSH,SWSH,"A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes.","swish, kungfu, whizby, flutter, swing",SWOOSHES,SWISH,SWOOSH,SWISH,SWOOSHES,SWISH,SWOOSHES,SWISH,SWOOSHES,SWISH,嗖嗖声,嗖嗖声,嗖嗖聲,咻咻聲,SWOOSHES,SWISH,ヒュー、シュッ,ヒュー、ヒュッ,SVOSJER,SVISJ,SWOOSHES,SWISH,SVISCHAR,SVISCH,SWOOSH,VIUHAHDUS,СВИСТ РАССЕКАНИЯ ВОЗДУХА,МАЛЕНЬКИЙ,СВИСТ РОЗСІЧЕННЯ ПОВІТРЯ,МАЛЕНЬКИЙ,SWOOSH,SWISH,SWOOSHES,SWISH
SWOOSHES,WHOOSH,WHSH,WHSH,"A whoosh is larger than a swish. A large object passing by. Tanks flying over your head, or an asteroid by.",woosh,SWOOSHES,WHOOSH,SWOOSH,WHOOSH,SWOOSHES,WHOOSH,SWOOSHES,WHOOSH,SWOOSHES,WHOOSH,呼呼声,呼呼声,嗖嗖聲,呼呼聲,SWOOSHES,WHOOSH,ヒュー、シュッ,ウーシュ、ヒュッ、シュッ,SVOSJER,SVUSJ,SWOOSHES,WHOOSH,SVISCHAR,WHOOSH,SWOOSH,HUMAHDUS,СВИСТ РАССЕКАНИЯ ВОЗДУХА,БОЛЬШОЙ,СВИСТ РОЗСІЧЕННЯ ПОВІТРЯ,ВЕЛИКИЙ,SWOOSH,WHOOSH,SWOOSHES,WHOOSH
TOOLS,MISC,TOOLMisc,TOOL,Tool sounds not fitting another category in this list.,,OUTILS,DIVERS,NARZĘDZIA,RÓŻNE,WERKZEUG,DIV,FERRAMENTAS,DIVERSOS,FERRAMENTAS,DIVERSOS,工具,其他,工具,其他,HERRAMIENTAS,MISCELÁNEA,道具、ツール、工具,その他,VERKTØY,DIVERSE,VÆRKTØJ,DIVERSE,VERKTYG,DIVERSE,TYÖKALU,SEKALAINEN,ИНСТРУМЕНТЫ,РАЗНОЕ,ІНСТРУМЕНТИ,РІЗНЕ,ATTREZZI,MISC,GEREEDSCHAPPEN,DIVERSEN
TOOLS,HAND,TOOLHand,TOOL,"Hand tools, not requiring power. Hammers, wrenches, pliers.","hammer, screwdriver, pliers, wrench, ratchet, socket, hand saw, clamp, cutter, pry bar, chisel, scraper, staple gun, file, scissors",OUTILS,À MAIN,NARZĘDZIA,RĘCZNE,WERKZEUG,HAND,FERRAMENTAS,DE MÃO,FERRAMENTAS,DE MÃO,工具,手持,工具,手持,HERRAMIENTAS,MANUALES,道具、ツール、工具,手、手持ち,VERKTØY,HAND,VÆRKTØJ,HÅNDTERING,VERKTYG,HANDVERKTYG,TYÖKALU,KÄSITYÖKALU,ИНСТРУМЕНТЫ,РУЧНЫЕ,ІНСТРУМЕНТИ,РУЧНІ,ATTREZZI,UTENSILE,GEREEDSCHAPPEN,HANDGEREEDSCHAP
TOOLS,PNEUMATIC,TOOLPneu,TOOL,"Air tools, such as jackhammers, air ratchets, nail guns.","jackhammer, air tool, air ratchet, nail guns",OUTILS,PNEUMATIQUE,NARZĘDZIA,PNEUMATYCZNE,WERKZEUG,PNEUMATISCH,FERRAMENTAS,PNEUMÁTICA,FERRAMENTAS,PNEUMÁTICA,工具,气动,工具,氣動,HERRAMIENTAS,NEUMÁTICO,道具、ツール、工具,空気圧,VERKTØY,TRYKKLUFT,VÆRKTØJ,PNEUMATISK,VERKTYG,TRYCKLYFT,TYÖKALU,PAINEILMA,ИНСТРУМЕНТЫ,ПНЕВМАТИЧЕСКИЕ,ІНСТРУМЕНТИ,ПНЕВМАТИЧНІ,ATTREZZI,PNEUMATICO,GEREEDSCHAPPEN,
TOOLS,POWER,TOOLPowr,TOOL,"Tools that require electricity. A sander, electric drill, dremel tool, circular saw.","drill, power saw, circular saw, jigsaw, sander, belt sander, router, power screwdriver, heat gun",OUTILS,ÉLECTRIQUE,NARZĘDZIA,ELEKTRONARZĘDZIA,WERKZEUG,ELEKTRISCH,FERRAMENTAS,ELÉTRICA,FERRAMENTAS,ELÉTRICA,工具,电动,工具,電動,HERRAMIENTAS,ELÉCTRICA,道具、ツール、工具,パワーツール、電動、機械,VERKTØY,ELEKTRISK,VÆRKTØJ,ELVÆRKTØJ,VERKTYG,ELVERKTYG,TYÖKALU,SÄHKÖTYÖKALU,ИНСТРУМЕНТЫ,ЭЛЕКТРИЧЕСКИЕ,ІНСТРУМЕНТИ,ЕЛЕКТРИЧНІ,ATTREZZI,ELETTRICO,GEREEDSCHAPPEN,KRACHT
TOYS,MISC,TOYMisc,TOY,Toy sounds not fitting another category in this list.,"action figure, doll, stuffed animal",JOUETS,DIVERS,ZABAWKI,RÓŻNE,SPIELZEUG,DIV,BRINQUEDOS,DIVERSOS,BRINQUEDOS,DIVERSOS,玩具,杂项,玩具,其他,JUGUETES,MISCELÁNEA,おもちゃ,その他,LEKER,DIVERSE,LEGETØJ,DIVERSE,LEKSAKER,DIVERSE,LELU,SEKALAINEN,ИГРУШКИ,РАЗНОЕ,ІГРАШКИ,РІЗНЕ,GIOCATTOLI,MISC,SPEELGOED,DIVERSEN
TOYS,MECHANICAL,TOYMech,TOY,"Wind up robots, things like that. Toys with some mechanism or mechanical component.","windup toy, toy robot, winding toy",JOUETS,MÉCANIQUE,ZABAWKI,MECHANICZNE,SPIELZEUG,MECHANISCH,BRINQUEDOS,MECÂNICO,BRINQUEDOS,MECÂNICO,玩具,机械,玩具,機械裝置,JUGUETES,MECÁNICOS,おもちゃ,機械,LEKER,MEKANISK,LEGETØJ,MEKANISK,LEKSAKER,MEKANISK,LELU,MEKAANINEN,ИГРУШКИ,МЕХАНИЧЕСКИЕ,ІГРАШКИ,МЕХАНІЧНІ,GIOCATTOLI,MECCANICO,SPEELGOED,MECHANISCH
TOYS,ELECTRONIC,TOYElec,TOY,"Remote controlled car, slot cars. Any kids toy that required power.","remote controlled car, slot car, speak and spell, furby",JOUETS,ÉLECTRONIQUE,ZABAWKI,ELEKTRONICZNE,SPIELZEUG,ELEKTRONISCH,BRINQUEDOS,ELETRÔNICO,BRINQUEDOS,ELECTRÓNICO,玩具,电动,玩具,電動,JUGUETES,ELÉCTRICOS,おもちゃ,電子、電気,LEKER,ELEKTRONISK,LEGETØJ,ELEKTRONISK,LEKSAKER,ELEKTRONISK,LELU,ELEKTRONINEN,ИГРУШКИ,ЭЛЕКТРОННЫЕ,ІГРАШКИ,ЕЛЕКТРОННІ,GIOCATTOLI,ELETTRONICO,SPEELGOED,ELECTRONISCH
TRAINS,MISC,TRNMisc,TRN,Train sounds not fitting another category in this list.,,TRAINS,DIVERS,POCIĄGI,RÓŻNE,BAHN,DIV,TRENS,DIVERSOS,COMBOIOS,DIVERSOS,火车,杂项,火車,其他,TRENES,MISCELÁNEA,電車、列車,その他,TOG,DIVERSE,TOG,DIVERSE,TÅG,DIVERSE,JUNA,SEKALAINEN,ПОЕЗДА,РАЗНОЕ,ПОЇЗДИ,РІЗНЕ,TRENI,MISC,TREINEN,DIVERSEN
TRAINS,BRAKE,TRNBrake,TRN,Screeching train brake wheels.,"breaks, screech, grind",TRAINS,FREIN,POCIĄGI,HAMULEC,BAHN,BREMSEN,TRENS,FREIO,COMBOIOS,FREIO,火车,刹车,火車,剎車,TRENES,FRENO,電車、列車,ブレーキ,TOG,BREMS,TOG,BREMSE,TÅG,BROMSA,JUNA,JARRU,ПОЕЗДА,ТОРМОЗА,ПОЇЗДИ,ГАЛЬМА,TRENI,FRENO,TREINEN,
